"user_id","pv_count","buy_count","cart_count","fav_count","buy_rate","active_score","high_freq_category","update_time"
"104307","55","2","0","8","0.0364","0.77","982926","10/5/2026 20:49:38"
"104319","55","0","3","0","0","0.61","883960","10/5/2026 20:49:38"
"104325","110","1","5","2","0.0091","1.27","4756105","10/5/2026 20:49:38"
"104332","17","0","0","2","0","0.21","4602841","10/5/2026 20:49:38"
"104334","67","2","3","0","0.0299","0.79","583485","10/5/2026 20:49:38"
"104337","45","4","0","0","0.0889","0.57","2394030","10/5/2026 20:49:38"
"104338","77","2","3","1","0.026","0.91","5053508","10/5/2026 20:49:38"
"104346","298","3","0","9","0.0101","3.25","154040","10/5/2026 20:49:38"
"104348","47","0","0","0","0","0.47","2945933","10/5/2026 20:49:38"
"104349","137","4","1","0","0.0292","1.51","235534","10/5/2026 20:49:38"
"104351","69","0","22","0","0","1.13","211810","10/5/2026 20:49:38"
"104356","120","3","12","12","0.025","1.77","2885642","10/5/2026 20:49:38"
"104361","28","0","4","0","0","0.36","1834026","10/5/2026 20:49:38"
"104363","31","1","6","0","0.0323","0.46","106173","10/5/2026 20:49:38"
"104366","24","1","3","0","0.0417","0.33","2465336","10/5/2026 20:49:38"
"104368","326","3","9","1","0.0092","3.55","2355072","10/5/2026 20:49:38"
"104382","23","1","1","1","0.0435","0.3","982926","10/5/2026 20:49:38"
"104386","32","0","0","3","0","0.38","4145813","10/5/2026 20:49:38"
"104391","101","1","15","1","0.0099","1.36","3607361","10/5/2026 20:49:38"
"104398","10","2","2","0","0.2","0.2","2966303","10/5/2026 20:49:38"
"104399","62","0","4","0","0","0.7","4756105","10/5/2026 20:49:38"
"104402","24","0","0","0","0","0.24","2430608","10/5/2026 20:49:38"
"104403","29","0","0","0","0","0.29","2520377","10/5/2026 20:49:38"
"104406","35","2","1","0","0.0571","0.43","2735466","10/5/2026 20:49:38"
"104420","161","3","0","30","0.0186","2.3","3324385","10/5/2026 20:49:38"
"104423","63","1","1","2","0.0159","0.72","4789674","10/5/2026 20:49:38"
"104430","61","4","0","3","0.0656","0.79","3299155","10/5/2026 20:49:38"
"104432","53","2","0","0","0.0377","0.59","154040","10/5/2026 20:49:38"
"104445","20","0","6","0","0","0.32","1575622","10/5/2026 20:49:38"
"104449","197","0","9","1","0","2.17","3607361","10/5/2026 20:49:38"
"104450","122","2","0","0","0.0164","1.28","4145813","10/5/2026 20:49:38"
"104460","0","1","2","0","0","0.07","2578647","10/5/2026 20:49:38"
"104478","25","0","1","0","0","0.27","4145813","10/5/2026 20:49:38"
"104486","25","0","3","6","0","0.43","2465336","10/5/2026 20:49:38"
"104489","63","0","6","0","0","0.75","4181361","10/5/2026 20:49:38"
"104490","30","2","2","4","0.0667","0.48","943641","10/5/2026 20:49:38"
"104495","63","1","13","0","0.0159","0.92","154040","10/5/2026 20:49:38"
"104497","65","0","3","0","0","0.71","2520377","10/5/2026 20:49:38"
"104498","68","1","4","4","0.0147","0.87","4217906","10/5/2026 20:49:38"
"104503","16","2","1","0","0.125","0.24","1216617","10/5/2026 20:49:38"
"104519","69","0","4","0","0","0.77","3582485","10/5/2026 20:49:38"
"104520","68","1","4","2","0.0147","0.83","4558987","10/5/2026 20:49:38"
"104521","60","1","1","0","0.0167","0.65","982926","10/5/2026 20:49:38"
"104542","9","1","0","0","0.1111","0.12","3160926","10/5/2026 20:49:38"
"104562","212","0","0","0","0","2.12","4756105","10/5/2026 20:49:38"
"104565","81","0","2","4","0","0.93","4756105","10/5/2026 20:49:38"
"104567","4","0","2","0","0","0.08","3002561","10/5/2026 20:49:38"
"104570","115","6","4","44","0.0522","2.29","2920476","10/5/2026 20:49:38"
"104577","27","0","2","3","0","0.37","2885642","10/5/2026 20:49:38"
"104585","28","0","4","11","0","0.58","2228184","10/5/2026 20:49:38"
"104587","69","2","0","0","0.029","0.75","3695050","10/5/2026 20:49:38"
"104589","3","0","0","0","0","0.03","4145813","10/5/2026 20:49:38"
"104593","53","3","2","0","0.0566","0.66","4756105","10/5/2026 20:49:38"
"104594","51","0","4","0","0","0.59","672001","10/5/2026 20:49:38"
"104596","4","0","13","21","0","0.72","5064","10/5/2026 20:49:38"
"104597","38","1","0","0","0.0263","0.41","2926020","10/5/2026 20:49:38"
"104599","43","2","3","0","0.0465","0.55","5071267","10/5/2026 20:49:38"
"104606","15","0","1","0","0","0.17","2940518","10/5/2026 20:49:38"
"104616","29","0","0","4","0","0.37","4756105","10/5/2026 20:49:38"
"104620","28","8","1","10","0.2857","0.74","4357323","10/5/2026 20:49:38"
"104622","163","1","6","0","0.0061","1.78","2355072","10/5/2026 20:49:38"
"104623","34","0","2","11","0","0.6","1879194","10/5/2026 20:49:38"
"104624","39","0","5","0","0","0.49","1868423","10/5/2026 20:49:38"
"104626","98","4","0","4","0.0408","1.18","4918438","10/5/2026 20:49:38"
"104628","33","0","1","0","0","0.35","4244487","10/5/2026 20:49:38"
"104629","40","0","4","1","0","0.5","1051370","10/5/2026 20:49:38"
"104638","23","1","0","1","0.0435","0.28","1575622","10/5/2026 20:49:38"
"104639","19","0","3","0","0","0.25","869231","10/5/2026 20:49:38"
"104640","33","1","4","0","0.0303","0.44","3607361","10/5/2026 20:49:38"
"104642","0","2","9","0","0","0.24","4789432","10/5/2026 20:49:38"
"104652","206","0","4","9","0","2.32","2355072","10/5/2026 20:49:38"
"104653","45","1","14","1","0.0222","0.78","2191219","10/5/2026 20:49:38"
"104659","24","2","4","0","0.0833","0.38","4217906","10/5/2026 20:49:38"
"104665","45","0","0","5","0","0.55","1051370","10/5/2026 20:49:38"
"104667","28","0","0","0","0","0.28","2853993","10/5/2026 20:49:38"
"104670","18","0","2","0","0","0.22","119741","10/5/2026 20:49:38"
"104674","31","1","0","0","0.0323","0.34","2603528","10/5/2026 20:49:38"
"104675","149","1","0","29","0.0067","2.1","1859277","10/5/2026 20:49:38"
"104679","12","0","1","0","0","0.14","577329","10/5/2026 20:49:38"
"104683","31","0","0","0","0","0.31","2304296","10/5/2026 20:49:38"
"104690","16","1","2","0","0.0625","0.23","542908","10/5/2026 20:49:38"
"104691","54","4","15","0","0.0741","0.96","2945933","10/5/2026 20:49:38"
"104695","14","3","0","0","0.2143","0.23","1859277","10/5/2026 20:49:38"
"104701","60","3","7","0","0.05","0.83","2355072","10/5/2026 20:49:38"
"104703","69","7","8","0","0.1014","1.06","4801426","10/5/2026 20:49:38"
"104710","133","8","20","5","0.0602","2.07","1567637","10/5/2026 20:49:38"
"104719","10","1","0","0","0.1","0.13","3607361","10/5/2026 20:49:38"
"104727","72","0","3","3","0","0.84","4882154","10/5/2026 20:49:38"
"104733","111","6","1","7","0.0541","1.45","4151801","10/5/2026 20:49:38"
"104734","54","1","11","0","0.0185","0.79","573847","10/5/2026 20:49:38"
"104742","98","1","2","8","0.0102","1.21","3738615","10/5/2026 20:49:38"
"104749","47","1","10","1","0.0213","0.72","4170419","10/5/2026 20:49:38"
"104765","339","0","0","0","0","3.39","3800818","10/5/2026 20:49:38"
"104767","82","0","0","5","0","0.92","4756105","10/5/2026 20:49:38"
"104769","30","0","1","0","0","0.32","1299190","10/5/2026 20:49:38"
"104770","53","0","0","0","0","0.53","4789432","10/5/2026 20:49:38"
"104777","100","0","4","2","0","1.12","553365","10/5/2026 20:49:38"
"104778","17","3","0","0","0.1765","0.26","4719814","10/5/2026 20:49:38"
"104781","28","3","0","0","0.1071","0.37","2096639","10/5/2026 20:49:38"
"104782","50","2","2","3","0.04","0.66","4145813","10/5/2026 20:49:38"
"104783","62","0","0","5","0","0.72","4801426","10/5/2026 20:49:38"
"104785","145","8","17","1","0.0552","2.05","1859277","10/5/2026 20:49:38"
"104796","43","1","0","0","0.0233","0.46","4559624","10/5/2026 20:49:38"
"104807","52","1","11","0","0.0192","0.77","2465336","10/5/2026 20:49:38"
"104811","22","4","2","0","0.1818","0.38","1994940","10/5/2026 20:49:38"
"104820","64","2","9","0","0.0313","0.88","3849096","10/5/2026 20:49:38"
"104822","40","1","2","13","0.025","0.73","359388","10/5/2026 20:49:38"
"104823","43","4","0","0","0.093","0.55","2243133","10/5/2026 20:49:38"
"104829","90","0","4","0","0","0.98","4173315","10/5/2026 20:49:38"
"104842","61","2","2","0","0.0328","0.71","2355072","10/5/2026 20:49:38"
"104850","113","1","2","5","0.0088","1.3","3002561","10/5/2026 20:49:38"
"104864","44","1","0","2","0.0227","0.51","4050612","10/5/2026 20:49:38"
"104865","53","2","7","0","0.0377","0.73","4357323","10/5/2026 20:49:38"
"104867","105","0","8","0","0","1.21","2096639","10/5/2026 20:49:38"
"104879","64","3","1","3","0.0469","0.81","4756105","10/5/2026 20:49:38"
"104880","68","1","0","3","0.0147","0.77","3065645","10/5/2026 20:49:38"
"104889","16","1","2","0","0.0625","0.23","3277224","10/5/2026 20:49:38"
"104893","84","3","0","3","0.0357","0.99","982926","10/5/2026 20:49:38"
"104894","147","5","13","0","0.034","1.88","2966303","10/5/2026 20:49:38"
"104898","68","0","0","2","0","0.72","3607361","10/5/2026 20:49:38"
"104899","66","4","2","0","0.0606","0.82","2520377","10/5/2026 20:49:38"
"104901","42","0","6","0","0","0.54","2355072","10/5/2026 20:49:38"
"104906","93","1","6","0","0.0108","1.08","2640118","10/5/2026 20:49:38"
"104911","26","0","1","0","0","0.28","1928278","10/5/2026 20:49:38"
"104915","49","1","9","0","0.0204","0.7","4801426","10/5/2026 20:49:38"
"104916","105","0","0","4","0","1.13","1299190","10/5/2026 20:49:38"
"104917","6","2","0","1","0.3333","0.14","1879194","10/5/2026 20:49:38"
"104922","18","0","3","0","0","0.24","2355072","10/5/2026 20:49:38"
"104930","250","2","23","17","0.008","3.36","4145813","10/5/2026 20:49:38"
"104933","25","3","0","0","0.12","0.34","772894","10/5/2026 20:49:38"
"104935","34","2","1","1","0.0588","0.44","1488813","10/5/2026 20:49:38"
"104936","31","4","3","0","0.129","0.49","570735","10/5/2026 20:49:38"
"104939","2","1","1","0","0.5","0.07","2262787","10/5/2026 20:49:38"
"104944","54","4","1","5","0.0741","0.78","171529","10/5/2026 20:49:38"
"104946","11","0","0","0","0","0.11","4756105","10/5/2026 20:49:38"
"104958","39","2","0","0","0.0513","0.45","4827153","10/5/2026 20:49:38"
"104965","9","1","2","1","0.1111","0.18","2465336","10/5/2026 20:49:38"
"104966","76","0","1","0","0","0.78","2355072","10/5/2026 20:49:38"
"104968","94","0","4","2","0","1.06","344833","10/5/2026 20:49:38"
"104969","70","0","0","1","0","0.72","982926","10/5/2026 20:49:38"
"104977","143","0","4","16","0","1.83","285583","10/5/2026 20:49:38"
"104988","46","0","5","0","0","0.56","3065645","10/5/2026 20:49:38"
"104990","54","0","0","0","0","0.54","4756105","10/5/2026 20:49:38"
"104991","27","1","2","0","0.037","0.34","4181361","10/5/2026 20:49:38"
"104997","118","0","1","0","0","1.2","4051859","10/5/2026 20:49:38"
"105000","74","2","5","6","0.027","1.02","4756105","10/5/2026 20:49:38"
"105001","123","0","10","0","0","1.43","3607361","10/5/2026 20:49:38"
"105009","46","0","0","0","0","0.46","3776866","10/5/2026 20:49:38"
"105016","56","0","36","0","0","1.28","4621949","10/5/2026 20:49:38"
"105025","13","0","0","0","0","0.13","4419230","10/5/2026 20:49:38"
"105027","142","7","10","0","0.0493","1.83","2520771","10/5/2026 20:49:38"
"105029","55","3","4","9","0.0545","0.9","2355072","10/5/2026 20:49:38"
"105043","13","1","0","0","0.0769","0.16","1575622","10/5/2026 20:49:38"
"105044","102","4","1","0","0.0392","1.16","4801426","10/5/2026 20:49:38"
"105050","107","1","6","1","0.0093","1.24","1879194","10/5/2026 20:49:38"
"105054","134","6","4","5","0.0448","1.7","3664107","10/5/2026 20:49:38"
"105059","50","1","3","0","0.02","0.59","4690421","10/5/2026 20:49:38"
"105060","37","2","0","6","0.0541","0.55","366112","10/5/2026 20:49:38"
"105066","47","0","6","0","0","0.59","4801426","10/5/2026 20:49:38"
"105080","111","0","14","0","0","1.39","411153","10/5/2026 20:49:38"
"105081","152","1","0","30","0.0066","2.15","1249923","10/5/2026 20:49:38"
"105088","144","1","7","0","0.0069","1.61","2735466","10/5/2026 20:49:38"
"105116","67","5","13","1","0.0746","1.1","2590256","10/5/2026 20:49:38"
"105121","86","2","4","1","0.0233","1.02","149192","10/5/2026 20:49:38"
"105128","137","1","17","0","0.0073","1.74","149192","10/5/2026 20:49:38"
"105131","46","0","21","1","0","0.9","4339722","10/5/2026 20:49:38"
"105132","28","0","1","15","0","0.6","4558987","10/5/2026 20:49:38"
"105136","20","0","0","0","0","0.2","4217906","10/5/2026 20:49:38"
"105140","61","3","9","0","0.0492","0.88","753984","10/5/2026 20:49:38"
"105144","60","1","0","2","0.0167","0.67","3747679","10/5/2026 20:49:38"
"105145","378","1","12","1","0.0026","4.07","2939262","10/5/2026 20:49:38"
"105160","24","1","5","37","0.0417","1.11","2920476","10/5/2026 20:49:38"
"105161","29","4","2","0","0.1379","0.45","874415","10/5/2026 20:49:38"
"105167","48","1","3","0","0.0208","0.57","3299155","10/5/2026 20:49:38"
"105171","27","2","0","0","0.0741","0.33","1299190","10/5/2026 20:49:38"
"105175","35","0","0","5","0","0.45","3607361","10/5/2026 20:49:38"
"105180","70","3","3","0","0.0429","0.85","3002561","10/5/2026 20:49:38"
"105182","36","1","4","0","0.0278","0.47","154040","10/5/2026 20:49:38"
"105190","52","1","3","0","0.0192","0.61","3607361","10/5/2026 20:49:38"
"105193","39","1","3","0","0.0256","0.48","4145813","10/5/2026 20:49:38"
"105194","108","3","1","2","0.0278","1.23","2529187","10/5/2026 20:49:38"
"105195","34","0","1","10","0","0.56","3874527","10/5/2026 20:49:38"
"105198","74","1","0","0","0.0135","0.77","3312150","10/5/2026 20:49:38"
"105199","31","1","2","3","0.0323","0.44","4695478","10/5/2026 20:49:38"
"105204","58","4","3","3","0.069","0.82","16219","10/5/2026 20:49:38"
"105207","32","1","3","0","0.0313","0.41","2885642","10/5/2026 20:49:38"
"105218","31","0","3","0","0","0.37","3323023","10/5/2026 20:49:38"
"105219","20","0","0","0","0","0.2","2096639","10/5/2026 20:49:38"
"105222","34","1","2","0","0.0294","0.41","1575622","10/5/2026 20:49:38"
"105230","92","0","9","0","0","1.1","2355072","10/5/2026 20:49:38"
"105236","18","1","1","0","0.0556","0.23","1879194","10/5/2026 20:49:38"
"105237","21","0","5","0","0","0.31","1817004","10/5/2026 20:49:38"
"105242","30","1","2","3","0.0333","0.43","3607361","10/5/2026 20:49:38"
"105247","7","0","0","0","0","0.07","4148053","10/5/2026 20:49:38"
"105250","46","1","1","0","0.0217","0.51","93002","10/5/2026 20:49:38"
"105254","30","1","4","0","0.0333","0.41","1029459","10/5/2026 20:49:38"
"105271","17","0","0","0","0","0.17","965809","10/5/2026 20:49:38"
"105279","160","0","10","0","0","1.8","2355072","10/5/2026 20:49:38"
"105297","81","2","4","1","0.0247","0.97","149192","10/5/2026 20:49:38"
"105302","14","0","0","0","0","0.14","2735466","10/5/2026 20:49:38"
"105303","17","0","7","0","0","0.31","2735466","10/5/2026 20:49:38"
"105307","61","1","3","0","0.0164","0.7","4145813","10/5/2026 20:49:38"
"105311","22","0","0","1","0","0.24","3607361","10/5/2026 20:49:38"
"105313","28","1","2","0","0.0357","0.35","3299155","10/5/2026 20:49:38"
"105316","31","0","0","0","0","0.31","4801426","10/5/2026 20:49:38"
"105323","54","1","1","5","0.0185","0.69","2355072","10/5/2026 20:49:38"
"105330","138","1","18","10","0.0072","1.97","2578647","10/5/2026 20:49:38"
"105338","244","0","0","3","0","2.5","941949","10/5/2026 20:49:38"
"105341","22","3","1","1","0.1364","0.35","2096639","10/5/2026 20:49:38"
"105342","42","4","1","0","0.0952","0.56","2459106","10/5/2026 20:49:38"
"105356","247","0","20","0","0","2.87","2465336","10/5/2026 20:49:38"
"105358","127","0","0","4","0","1.35","4145813","10/5/2026 20:49:38"
"105360","290","5","10","3","0.0172","3.31","2355072","10/5/2026 20:49:38"
"105364","137","3","7","0","0.0219","1.6","5053508","10/5/2026 20:49:38"
"105367","55","2","3","0","0.0364","0.67","1879194","10/5/2026 20:49:38"
"105369","57","0","5","0","0","0.67","3607361","10/5/2026 20:49:38"
"105381","106","0","2","13","0","1.36","4756105","10/5/2026 20:49:38"
"105384","43","2","1","2","0.0465","0.55","4145813","10/5/2026 20:49:38"
"105386","37","1","3","0","0.027","0.46","672001","10/5/2026 20:49:38"
"105392","115","1","0","6","0.0087","1.3","982926","10/5/2026 20:49:38"
"105401","43","0","3","0","0","0.49","4858656","10/5/2026 20:49:38"
"105413","10","2","0","1","0.2","0.18","1449177","10/5/2026 20:49:38"
"105422","65","5","1","6","0.0769","0.94","2667323","10/5/2026 20:49:38"
"105425","50","1","0","0","0.02","0.53","1722855","10/5/2026 20:49:38"
"105433","134","2","0","5","0.0149","1.5","4580532","10/5/2026 20:49:38"
"105437","7","0","0","0","0","0.07","2429887","10/5/2026 20:49:38"
"105450","44","1","3","0","0.0227","0.53","1471163","10/5/2026 20:49:38"
"105455","64","5","1","0","0.0781","0.81","3253440","10/5/2026 20:49:38"
"105461","66","0","0","32","0","1.3","3490970","10/5/2026 20:49:38"
"105465","72","1","10","0","0.0139","0.95","4789432","10/5/2026 20:49:38"
"105467","4","0","0","1","0","0.06","4756105","10/5/2026 20:49:38"
"105475","77","1","3","0","0.013","0.86","4801426","10/5/2026 20:49:38"
"105479","0","4","19","0","0","0.5","1567637","10/5/2026 20:49:38"
"105486","68","0","10","0","0","0.88","1312642","10/5/2026 20:49:38"
"105488","12","2","5","0","0.1667","0.28","4145813","10/5/2026 20:49:38"
"105489","133","1","9","0","0.0075","1.54","753984","10/5/2026 20:49:38"
"105495","78","1","0","10","0.0128","1.01","2590256","10/5/2026 20:49:38"
"105506","20","0","0","0","0","0.2","70270","10/5/2026 20:49:38"
"105509","74","4","3","1","0.0541","0.94","1230484","10/5/2026 20:49:38"
"105515","38","0","4","0","0","0.46","2558244","10/5/2026 20:49:38"
"105516","44","2","3","4","0.0455","0.64","2982027","10/5/2026 20:49:38"
"105521","30","1","0","0","0.0333","0.33","2096639","10/5/2026 20:49:38"
"105530","51","1","4","0","0.0196","0.62","3720767","10/5/2026 20:49:38"
"105535","79","0","1","0","0","0.81","634390","10/5/2026 20:49:38"
"105536","50","3","1","0","0.06","0.61","4145813","10/5/2026 20:49:38"
"105540","162","7","11","1","0.0432","2.07","2520377","10/5/2026 20:49:38"
"105542","62","1","8","4","0.0161","0.89","2465336","10/5/2026 20:49:38"
"105546","124","0","0","0","0","1.24","2355072","10/5/2026 20:49:38"
"105548","35","0","7","0","0","0.49","4756105","10/5/2026 20:49:38"
"105550","240","1","10","6","0.0042","2.75","154040","10/5/2026 20:49:38"
"105551","203","0","14","0","0","2.31","4690421","10/5/2026 20:49:38"
"105553","77","0","4","0","0","0.85","1051370","10/5/2026 20:49:38"
"105561","76","2","0","2","0.0263","0.86","1299190","10/5/2026 20:49:38"
"105566","42","0","1","0","0","0.44","2096639","10/5/2026 20:49:38"
"105567","38","1","2","6","0.0263","0.57","2945933","10/5/2026 20:49:38"
"105572","23","1","4","0","0.0435","0.34","4756105","10/5/2026 20:49:38"
"105581","275","3","24","0","0.0109","3.32","2465336","10/5/2026 20:49:38"
"105583","151","0","0","19","0","1.89","1320293","10/5/2026 20:49:38"
"105586","94","0","0","12","0","1.18","4756105","10/5/2026 20:49:38"
"105589","60","0","3","0","0","0.66","4159072","10/5/2026 20:49:38"
"105596","27","3","9","1","0.1111","0.56","895939","10/5/2026 20:49:38"
"105602","27","3","1","0","0.1111","0.38","982926","10/5/2026 20:49:38"
"105605","169","2","1","0","0.0118","1.77","4801426","10/5/2026 20:49:38"
"105616","96","1","11","0","0.0104","1.21","4756105","10/5/2026 20:49:38"
"105620","11","3","1","0","0.2727","0.22","149192","10/5/2026 20:49:38"
"105624","13","1","0","0","0.0769","0.16","4145813","10/5/2026 20:49:38"
"105632","68","0","0","0","0","0.68","4244487","10/5/2026 20:49:38"
"105638","47","1","3","5","0.0213","0.66","4145813","10/5/2026 20:49:38"
"105643","115","4","1","34","0.0348","1.97","4756105","10/5/2026 20:49:38"
"105654","11","0","4","0","0","0.19","1595193","10/5/2026 20:49:38"
"105657","15","1","4","7","0.0667","0.4","4244487","10/5/2026 20:49:38"
"105673","28","1","0","0","0.0357","0.31","1567637","10/5/2026 20:49:38"
"105675","63","3","0","6","0.0476","0.84","982926","10/5/2026 20:49:38"
"105680","23","0","0","0","0","0.23","4181361","10/5/2026 20:49:38"
"105682","71","0","0","0","0","0.71","753984","10/5/2026 20:49:38"
"105684","43","0","2","3","0","0.53","1973012","10/5/2026 20:49:38"
"105685","36","0","2","14","0","0.68","1879194","10/5/2026 20:49:38"
"105689","41","3","3","0","0.0732","0.56","4756105","10/5/2026 20:49:38"
"105693","19","0","0","0","0","0.19","5053508","10/5/2026 20:49:38"
"105698","51","3","4","0","0.0588","0.68","3988258","10/5/2026 20:49:38"
"105712","116","4","2","0","0.0345","1.32","2982027","10/5/2026 20:49:38"
"105713","11","3","7","0","0.2727","0.34","2174838","10/5/2026 20:49:38"
"105717","107","0","10","0","0","1.27","2465336","10/5/2026 20:49:38"
"105720","110","0","0","10","0","1.3","4145813","10/5/2026 20:49:38"
"105721","29","1","9","0","0.0345","0.5","3461439","10/5/2026 20:49:38"
"105729","166","2","0","11","0.012","1.94","2355072","10/5/2026 20:49:38"
"105738","104","2","0","12","0.0192","1.34","4756105","10/5/2026 20:49:38"
"105744","50","0","1","7","0","0.66","3607361","10/5/2026 20:49:38"
"105748","116","5","8","0","0.0431","1.47","982926","10/5/2026 20:49:38"
"105755","17","1","0","0","0.0588","0.2","2096639","10/5/2026 20:49:38"
"105757","93","2","26","0","0.0215","1.51","2529187","10/5/2026 20:49:38"
"105758","159","0","8","3","0","1.81","4756105","10/5/2026 20:49:38"
"105759","54","0","0","6","0","0.66","4756105","10/5/2026 20:49:38"
"105769","74","3","1","0","0.0405","0.85","4145813","10/5/2026 20:49:38"
"105770","72","0","0","0","0","0.72","2885642","10/5/2026 20:49:38"
"105771","10","0","0","0","0","0.1","2355072","10/5/2026 20:49:38"
"105773","220","0","13","1","0","2.48","4217906","10/5/2026 20:49:38"
"105775","22","2","6","0","0.0909","0.4","982926","10/5/2026 20:49:38"
"105778","50","0","2","0","0","0.54","2885642","10/5/2026 20:49:38"
"105782","70","0","9","1","0","0.9","4756105","10/5/2026 20:49:38"
"105788","134","0","6","0","0","1.46","4801426","10/5/2026 20:49:38"
"105789","36","1","0","5","0.0278","0.49","3177877","10/5/2026 20:49:38"
"105796","283","3","28","0","0.0106","3.48","4145813","10/5/2026 20:49:38"
"105797","139","0","8","49","0","2.53","4756105","10/5/2026 20:49:38"
"105810","39","0","6","0","0","0.51","3054014","10/5/2026 20:49:38"
"105819","29","3","0","4","0.1034","0.46","4145813","10/5/2026 20:49:38"
"105823","45","1","4","1","0.0222","0.58","2640118","10/5/2026 20:49:38"
"105835","198","0","19","1","0","2.38","4801426","10/5/2026 20:49:38"
"105846","21","0","1","0","0","0.23","1595193","10/5/2026 20:49:38"
"105858","17","0","2","0","0","0.21","4078249","10/5/2026 20:49:38"
"105861","39","1","2","0","0.0256","0.46","4244487","10/5/2026 20:49:38"
"105867","144","0","6","0","0","1.56","2355072","10/5/2026 20:49:38"
"105869","137","0","4","1","0","1.47","982926","10/5/2026 20:49:38"
"105873","14","4","7","0","0.2857","0.4","4338287","10/5/2026 20:49:38"
"105881","49","0","0","6","0","0.61","982926","10/5/2026 20:49:38"
"105884","28","2","1","1","0.0714","0.38","4145813","10/5/2026 20:49:38"
"105886","27","2","2","8","0.0741","0.53","1595193","10/5/2026 20:49:38"
"105887","35","0","3","0","0","0.41","1568197","10/5/2026 20:49:38"
"105888","104","1","7","0","0.0096","1.21","4756105","10/5/2026 20:49:38"
"105889","12","0","3","0","0","0.18","4801426","10/5/2026 20:49:38"
"105896","62","0","1","6","0","0.76","2520771","10/5/2026 20:49:38"
"105899","214","3","9","8","0.014","2.57","2465336","10/5/2026 20:49:38"
"105903","186","2","1","29","0.0108","2.52","2355072","10/5/2026 20:49:38"
"105904","87","1","4","0","0.0115","0.98","4217906","10/5/2026 20:49:38"
"105907","94","5","15","8","0.0532","1.55","4181361","10/5/2026 20:49:38"
"105908","20","1","0","0","0.05","0.23","4357323","10/5/2026 20:49:38"
"105917","21","1","2","7","0.0476","0.42","4756105","10/5/2026 20:49:38"
"105920","54","2","2","0","0.037","0.64","4643350","10/5/2026 20:49:38"
"105924","18","0","2","1","0","0.24","4145813","10/5/2026 20:49:38"
"105927","9","1","0","0","0.1111","0.12","1834026","10/5/2026 20:49:38"
"105929","41","0","0","0","0","0.41","3886822","10/5/2026 20:49:38"
"105937","57","0","1","2","0","0.63","2558244","10/5/2026 20:49:38"
"105944","135","0","17","10","0","1.89","4756105","10/5/2026 20:49:38"
"105946","4","0","1","3","0","0.12","753984","10/5/2026 20:49:38"
"105949","30","2","8","0","0.0667","0.52","245312","10/5/2026 20:49:38"
"105951","49","1","0","0","0.0204","0.52","982926","10/5/2026 20:49:38"
"105952","158","1","6","3","0.0063","1.79","4801426","10/5/2026 20:49:38"
"105954","60","0","5","0","0","0.7","4756105","10/5/2026 20:49:38"
"105959","18","0","1","0","0","0.2","2465336","10/5/2026 20:49:38"
"105968","21","1","3","0","0.0476","0.3","3158249","10/5/2026 20:49:38"
"105975","60","3","14","0","0.05","0.97","2735466","10/5/2026 20:49:38"
"105977","93","0","0","7","0","1.07","3607361","10/5/2026 20:49:38"
"105979","125","1","0","5","0.008","1.38","381850","10/5/2026 20:49:38"
"105981","18","0","0","0","0","0.18","2982027","10/5/2026 20:49:38"
"105983","149","2","4","1","0.0134","1.65","1994940","10/5/2026 20:49:38"
"105984","14","1","6","0","0.0714","0.29","3231625","10/5/2026 20:49:38"
"105987","21","0","0","1","0","0.23","982926","10/5/2026 20:49:38"
"105988","38","0","7","0","0","0.52","1488813","10/5/2026 20:49:38"
"105989","127","1","11","0","0.0079","1.52","2355072","10/5/2026 20:49:38"
"105992","146","1","3","2","0.0068","1.59","4756105","10/5/2026 20:49:38"
"105998","11","0","2","0","0","0.15","2735466","10/5/2026 20:49:38"
"106003","90","4","5","4","0.0444","1.2","2629787","10/5/2026 20:49:38"
"106005","58","1","10","1","0.0172","0.83","4756105","10/5/2026 20:49:38"
"106007","183","3","15","10","0.0164","2.42","570735","10/5/2026 20:49:38"
"106009","130","0","13","5","0","1.66","154040","10/5/2026 20:49:38"
"106024","30","2","2","0","0.0667","0.4","5053508","10/5/2026 20:49:38"
"106033","42","1","2","0","0.0238","0.49","4756105","10/5/2026 20:49:38"
"106037","24","0","0","2","0","0.28","4096107","10/5/2026 20:49:38"
"106038","80","3","6","1","0.0375","1.03","4643350","10/5/2026 20:49:38"
"106046","22","0","0","1","0","0.24","4731191","10/5/2026 20:49:38"
"106051","32","1","0","0","0.0313","0.35","1575622","10/5/2026 20:49:38"
"106055","18","0","0","0","0","0.18","1879194","10/5/2026 20:49:38"
"106056","299","1","10","0","0.0033","3.22","4756105","10/5/2026 20:49:38"
"106064","65","0","1","16","0","0.99","1207887","10/5/2026 20:49:38"
"106067","105","3","0","3","0.0286","1.2","4869837","10/5/2026 20:49:38"
"106077","52","3","2","0","0.0577","0.65","570735","10/5/2026 20:49:38"
"106080","210","9","11","12","0.0429","2.83","2465336","10/5/2026 20:49:38"
"106081","11","0","1","0","0","0.13","4589142","10/5/2026 20:49:38"
"106084","32","1","8","0","0.0313","0.51","2355072","10/5/2026 20:49:38"
"106087","35","2","9","0","0.0571","0.59","2355072","10/5/2026 20:49:38"
"106090","48","1","2","0","0.0208","0.55","2735466","10/5/2026 20:49:38"
